downtime_id,equipment_id,failure_date,repair_start_date,repair_end_date,downtime_hours,failure_type,failure_component,root_cause,maintenance_type,repair_cost
DT00463,EQ0037,2024-07-20,2024-07-20 05:00:00,2024-07-22 03:50:24,46.84,Hydraulic,Brake System,Root cause analysis: Operator error,Predictive,7921.5
DT00464,EQ0037,2024-05-07,2024-05-07 07:00:00,2024-05-09 23:58:48,64.98,Hydraulic,Hydraulic Pump,Root cause analysis: Wear and tear,Preventive,32942.33
DT00465,EQ0037,2024-08-28,2024-08-28 07:00:00,2024-08-29 03:09:36,20.16,Engine,Fuel System,Root cause analysis: Wear and tear,Reactive,29359.67
DT00466,EQ0038,2024-12-03,2024-12-03 04:00:00,2024-12-05 08:51:36,52.86,Structural,Undercarriage,Root cause analysis: Design flaw,Reactive,25612.09
DT00467,EQ0038,2023-12-15,2023-12-15 03:00:00,2023-12-17 15:50:24,60.84,Hydraulic,Transmission,Root cause analysis: Material fatigue,Reactive,6833.23
DT00468,EQ0038,2024-06-13,2024-06-13 03:00:00,2024-06-15 07:45:36,52.76,Hydraulic,Transmission,Root cause analysis: Operator error,Preventive,18086.53
DT00469,EQ0038,2024-09-20,2024-09-20 06:00:00,2024-09-21 13:25:48,31.43,Hydraulic,Brake System,Root cause analysis: External damage,Predictive,15055.53
DT00470,EQ0038,2023-08-30,2023-08-30 02:00:00,2023-08-31 12:56:24,34.94,Engine,Alternator,Root cause analysis: External damage,Reactive,6430.89
DT00471,EQ0038,2025-02-20,2025-02-20 07:00:00,2025-02-21 22:05:24,39.09,Mechanical,Hydraulic Pump,Root cause analysis: Operator error,Reactive,49621.22
DT00472,EQ0038,2024-12-02,2024-12-02 08:00:00,2024-12-03 14:38:24,30.64,Electrical,Cooling System,Root cause analysis: Operator error,Reactive,39057.59
DT00473,EQ0038,2025-09-25,2025-09-25 03:00:00,2025-09-26 04:16:48,25.28,Hydraulic,Engine,Root cause analysis: Wear and tear,Predictive,22876.63
DT00474,EQ0038,2024-03-04,2024-03-04 03:00:00,2024-03-06 10:16:48,55.28,Structural,Hydraulic Pump,Root cause analysis: Material fatigue,Preventive,39367.94
DT00475,EQ0038,2023-06-30,2023-06-30 07:00:00,2023-06-30 18:03:36,11.06,Engine,Fuel System,Root cause analysis: Material fatigue,Preventive,48283.73
DT00476,EQ0038,2025-02-24,2025-02-24 04:00:00,2025-02-24 06:19:48,2.33,Hydraulic,Engine,Root cause analysis: Design flaw,Reactive,37963.96
DT00477,EQ0039,2023-02-06,2023-02-06 04:00:00,2023-02-08 05:22:12,49.37,Electrical,Cooling System,Root cause analysis: Design flaw,Reactive,6882.07
DT00478,EQ0039,2025-02-24,2025-02-24 05:00:00,2025-02-25 18:13:48,37.23,Electrical,Transmission,Root cause analysis: Wear and tear,Reactive,15261.01
DT00479,EQ0039,2024-08-18,2024-08-18 06:00:00,2024-08-19 15:54:36,33.91,Engine,Hydraulic Pump,Root cause analysis: Design flaw,Reactive,49808.88
DT00480,EQ0039,2025-09-30,2025-09-30 04:00:00,2025-10-01 07:09:00,27.15,Electrical,Fuel System,Root cause analysis: Wear and tear,Preventive,11806.71
DT00481,EQ0039,2023-09-26,2023-09-26 01:00:00,2023-09-26 17:46:48,16.78,Structural,Boom,Root cause analysis: Operator error,Preventive,6596.52
DT00482,EQ0039,2023-03-18,2023-03-18 05:00:00,2023-03-19 09:15:36,28.26,Structural,Bucket,Root cause analysis: Wear and tear,Predictive,29899.24
DT00483,EQ0039,2023-04-09,2023-04-09 01:00:00,2023-04-11 01:20:24,48.34,Mechanical,Transmission,Root cause analysis: Material fatigue,Predictive,22493.56
DT00484,EQ0039,2023-09-11,2023-09-11 08:00:00,2023-09-13 00:18:36,40.31,Electrical,Alternator,Root cause analysis: Wear and tear,Reactive,15405.26
DT00485,EQ0039,2023-07-26,2023-07-26 05:00:00,2023-07-28 05:22:12,48.37,Structural,Bucket,Root cause analysis: Operator error,Preventive,21231.87
DT00486,EQ0039,2023-08-03,2023-08-03 02:00:00,2023-08-04 15:48:36,37.81,Hydraulic,Transmission,Root cause analysis: Wear and tear,Predictive,25138.08
DT00487,EQ0039,2024-02-14,2024-02-14 04:00:00,2024-02-16 12:27:36,56.46,Hydraulic,Fuel System,Root cause analysis: Design flaw,Preventive,8438.49
DT00488,EQ0040,2024-03-01,2024-03-01 08:00:00,2024-03-03 10:10:12,50.17,Hydraulic,Alternator,Root cause analysis: Wear and tear,Reactive,1131.1
DT00489,EQ0040,2023-07-02,2023-07-02 08:00:00,2023-07-05 01:28:48,65.48,Electrical,Transmission,Root cause analysis: External damage,Reactive,4214.89
DT00490,EQ0040,2023-07-27,2023-07-27 04:00:00,2023-07-29 21:19:48,65.33,Engine,Brake System,Root cause analysis: Design flaw,Reactive,23481.73
DT00491,EQ0040,2023-07-24,2023-07-24 01:00:00,2023-07-26 11:55:12,58.92,Hydraulic,Cooling System,Root cause analysis: Design flaw,Predictive,21586.76
DT00492,EQ0040,2023-08-26,2023-08-26 01:00:00,2023-08-26 09:39:00,8.65,Mechanical,Hydraulic Pump,Root cause analysis: Operator error,Preventive,16768.71
DT00493,EQ0040,2025-06-15,2025-06-15 05:00:00,2025-06-18 01:51:36,68.86,Mechanical,Cooling System,Root cause analysis: Design flaw,Reactive,9552.04
DT00494,EQ0040,2025-03-31,2025-03-31 08:00:00,2025-04-01 14:01:12,30.02,Hydraulic,Fuel System,Root cause analysis: Material fatigue,Preventive,40095.01
DT00495,EQ0040,2023-12-08,2023-12-08 01:00:00,2023-12-08 10:54:36,9.91,Electrical,Transmission,Root cause analysis: Material fatigue,Preventive,45605.72
DT00496,EQ0040,2025-09-15,2025-09-15 08:00:00,2025-09-17 18:09:36,58.16,Electrical,Bucket,Root cause analysis: Material fatigue,Reactive,39068.63
DT00497,EQ0040,2023-03-01,2023-03-01 03:00:00,2023-03-03 17:22:48,62.38,Engine,Undercarriage,Root cause analysis: Wear and tear,Reactive,44435.9
DT00498,EQ0040,2025-06-21,2025-06-21 05:00:00,2025-06-21 10:13:12,5.22,Hydraulic,Engine,Root cause analysis: External damage,Preventive,38492.67
DT00499,EQ0040,2024-04-03,2024-04-03 06:00:00,2024-04-06 04:27:00,70.45,Structural,Boom,Root cause analysis: External damage,Reactive,5214.49
DT00500,EQ0040,2024-05-24,2024-05-24 07:00:00,2024-05-25 18:44:24,35.74,Electrical,Boom,Root cause analysis: External damage,Preventive,3201.02
DT00501,EQ0040,2023-11-18,2023-11-18 08:00:00,2023-11-19 21:23:24,37.39,Engine,Hydraulic Pump,Root cause analysis: Wear and tear,Reactive,37695.79
DT00502,EQ0040,2024-10-18,2024-10-18 05:00:00,2024-10-18 23:51:36,18.86,Mechanical,Boom,Root cause analysis: Operator error,Preventive,27749.53
DT00503,EQ0040,2025-02-14,2025-02-14 04:00:00,2025-02-15 10:13:48,30.23,Mechanical,Undercarriage,Root cause analysis: Material fatigue,Reactive,40162.43
DT00504,EQ0040,2025-07-06,2025-07-06 08:00:00,2025-07-06 16:09:36,8.16,Engine,Cooling System,Root cause analysis: Wear and tear,Reactive,49043.2
DT00505,EQ0040,2023-02-06,2023-02-06 07:00:00,2023-02-06 16:11:24,9.19,Mechanical,Boom,Root cause analysis: External damage,Preventive,508.4
DT00506,EQ0040,2023-07-06,2023-07-06 05:00:00,2023-07-08 14:25:12,57.42,Structural,Boom,Root cause analysis: Operator error,Reactive,32902.5
DT00507,EQ0040,2025-07-23,2025-07-23 06:00:00,2025-07-26 02:31:12,68.52,Mechanical,Alternator,Root cause analysis: Material fatigue,Reactive,16932.64
DT00508,EQ0041,2025-01-14,2025-01-14 02:00:00,2025-01-16 06:06:36,52.11,Mechanical,Alternator,Root cause analysis: Wear and tear,Reactive,17397.18
DT00509,EQ0041,2024-08-20,2024-08-20 06:00:00,2024-08-21 22:20:24,40.34,Mechanical,Engine,Root cause analysis: Operator error,Preventive,24874.9
DT00510,EQ0041,2025-04-18,2025-04-18 04:00:00,2025-04-18 13:29:24,9.49,Electrical,Transmission,Root cause analysis: Material fatigue,Preventive,11171.68
DT00511,EQ0041,2024-01-26,2024-01-26 02:00:00,2024-01-28 06:10:48,52.18,Engine,Engine,Root cause analysis: External damage,Preventive,6599.35
DT00512,EQ0041,2025-07-11,2025-07-11 03:00:00,2025-07-12 13:01:12,34.02,Engine,Engine,Root cause analysis: External damage,Reactive,36942.59
DT00513,EQ0041,2025-06-05,2025-06-05 08:00:00,2025-06-07 20:43:12,60.72,Structural,Hydraulic Pump,Root cause analysis: External damage,Reactive,9095.69
DT00514,EQ0041,2023-09-20,2023-09-20 06:00:00,2023-09-20 15:15:00,9.25,Structural,Fuel System,Root cause analysis: Material fatigue,Reactive,48985.29
DT00515,EQ0041,2024-05-23,2024-05-23 06:00:00,2024-05-24 03:09:00,21.15,Hydraulic,Undercarriage,Root cause analysis: Operator error,Reactive,7339.91
DT00516,EQ0041,2025-11-15,2025-11-15 06:00:00,2025-11-16 04:55:12,22.92,Structural,Alternator,Root cause analysis: Operator error,Reactive,10880.78
DT00517,EQ0041,2024-08-18,2024-08-18 03:00:00,2024-08-20 05:03:36,50.06,Electrical,Boom,Root cause analysis: External damage,Reactive,34868.44
DT00518,EQ0041,2024-10-22,2024-10-22 06:00:00,2024-10-24 09:43:12,51.72,Structural,Undercarriage,Root cause analysis: External damage,Reactive,28746.59
DT00519,EQ0041,2025-05-04,2025-05-04 05:00:00,2025-05-06 06:12:00,49.2,Engine,Engine,Root cause analysis: External damage,Predictive,5770.29
DT00520,EQ0041,2025-02-19,2025-02-19 01:00:00,2025-02-19 13:10:12,12.17,Electrical,Brake System,Root cause analysis: Operator error,Reactive,49184.85
DT00521,EQ0041,2024-05-28,2024-05-28 01:00:00,2024-05-28 13:15:00,12.25,Hydraulic,Alternator,Root cause analysis: External damage,Reactive,2099.17
DT00522,EQ0041,2025-07-15,2025-07-15 04:00:00,2025-07-15 13:10:12,9.17,Structural,Fuel System,Root cause analysis: Operator error,Preventive,25790.65
DT00523,EQ0041,2024-08-12,2024-08-12 01:00:00,2024-08-14 03:30:36,50.51,Engine,Fuel System,Root cause analysis: Material fatigue,Reactive,47856.75
DT00524,EQ0041,2024-10-02,2024-10-02 01:00:00,2024-10-04 22:36:36,69.61,Mechanical,Brake System,Root cause analysis: Operator error,Preventive,31217.8
DT00525,EQ0041,2025-06-26,2025-06-26 06:00:00,2025-06-28 18:06:00,60.1,Structural,Boom,Root cause analysis: External damage,Preventive,10225.22
DT00526,EQ0041,2024-02-01,2024-02-01 03:00:00,2024-02-02 01:35:24,22.59,Mechanical,Hydraulic Pump,Root cause analysis: Operator error,Predictive,36886.43
DT00527,EQ0041,2023-09-02,2023-09-02 07:00:00,2023-09-03 11:24:00,28.4,Hydraulic,Boom,Root cause analysis: Design flaw,Reactive,6938.29
DT00528,EQ0042,2023-01-12,2023-01-12 03:00:00,2023-01-13 04:08:24,25.14,Mechanical,Hydraulic Pump,Root cause analysis: Design flaw,Predictive,30045.58
DT00529,EQ0042,2024-09-08,2024-09-08 06:00:00,2024-09-09 18:20:24,36.34,Mechanical,Cooling System,Root cause analysis: External damage,Reactive,11388.12
DT00530,EQ0042,2024-01-12,2024-01-12 03:00:00,2024-01-13 17:26:24,38.44,Engine,Boom,Root cause analysis: External damage,Reactive,20469.14
DT00531,EQ0042,2024-12-16,2024-12-16 04:00:00,2024-12-16 21:28:48,17.48,Hydraulic,Cooling System,Root cause analysis: Design flaw,Reactive,15031.93
DT00532,EQ0042,2025-12-22,2025-12-22 01:00:00,2025-12-23 12:14:24,35.24,Mechanical,Cooling System,Root cause analysis: Material fatigue,Predictive,12397.22
DT00533,EQ0042,2024-05-14,2024-05-14 06:00:00,2024-05-17 03:07:12,69.12,Engine,Transmission,Root cause analysis: Material fatigue,Reactive,13201.23
DT00534,EQ0042,2024-08-02,2024-08-02 06:00:00,2024-08-02 09:43:48,3.73,Structural,Boom,Root cause analysis: Material fatigue,Reactive,24596.83
DT00535,EQ0042,2024-08-30,2024-08-30 04:00:00,2024-09-01 20:52:48,64.88,Hydraulic,Boom,Root cause analysis: Wear and tear,Preventive,47436.49
DT00536,EQ0042,2023-12-09,2023-12-09 01:00:00,2023-12-11 23:00:36,70.01,Mechanical,Alternator,Root cause analysis: Operator error,Reactive,43315.07
DT00537,EQ0042,2025-05-18,2025-05-18 04:00:00,2025-05-20 16:30:00,60.5,Structural,Fuel System,Root cause analysis: Wear and tear,Reactive,37471.1
DT00538,EQ0042,2023-11-11,2023-11-11 06:00:00,2023-11-11 09:39:36,3.66,Mechanical,Transmission,Root cause analysis: Wear and tear,Reactive,3186.27
DT00539,EQ0042,2024-05-30,2024-05-30 04:00:00,2024-05-31 21:04:12,41.07,Hydraulic,Fuel System,Root cause analysis: Material fatigue,Reactive,22830.72
DT00540,EQ0042,2025-04-08,2025-04-08 01:00:00,2025-04-09 09:18:36,32.31,Engine,Transmission,Root cause analysis: External damage,Reactive,792.0
DT00541,EQ0043,2023-04-04,2023-04-04 02:00:00,2023-04-06 05:03:36,51.06,Hydraulic,Boom,Root cause analysis: Wear and tear,Reactive,14846.91
DT00542,EQ0043,2024-09-09,2024-09-09 05:00:00,2024-09-11 01:27:36,44.46,Engine,Fuel System,Root cause analysis: Material fatigue,Preventive,41195.06
DT00543,EQ0043,2023-03-05,2023-03-05 04:00:00,2023-03-06 15:10:48,35.18,Electrical,Fuel System,Root cause analysis: External damage,Reactive,15101.43
DT00544,EQ0043,2023-10-23,2023-10-23 06:00:00,2023-10-24 04:51:36,22.86,Mechanical,Boom,Root cause analysis: External damage,Reactive,7498.01
DT00545,EQ0043,2023-03-27,2023-03-27 07:00:00,2023-03-27 09:21:00,2.35,Structural,Boom,Root cause analysis: Wear and tear,Preventive,15582.21
DT00546,EQ0043,2024-12-05,2024-12-05 03:00:00,2024-12-05 19:49:12,16.82,Electrical,Hydraulic Pump,Root cause analysis: Operator error,Reactive,31035.8
DT00547,EQ0043,2024-06-01,2024-06-01 03:00:00,2024-06-01 18:36:00,15.6,Structural,Engine,Root cause analysis: External damage,Preventive,23332.63
DT00548,EQ0044,2024-08-18,2024-08-18 05:00:00,2024-08-20 06:01:12,49.02,Mechanical,Alternator,Root cause analysis: External damage,Reactive,24615.93
DT00549,EQ0044,2024-11-08,2024-11-08 04:00:00,2024-11-09 07:00:00,27.0,Mechanical,Brake System,Root cause analysis: External damage,Reactive,3955.54
DT00550,EQ0044,2024-02-01,2024-02-01 08:00:00,2024-02-02 08:15:00,24.25,Hydraulic,Bucket,Root cause analysis: Design flaw,Reactive,34826.18
DT00551,EQ0044,2023-11-09,2023-11-09 06:00:00,2023-11-10 23:35:24,41.59,Hydraulic,Fuel System,Root cause analysis: Operator error,Reactive,739.18
DT00552,EQ0044,2024-05-19,2024-05-19 07:00:00,2024-05-21 16:00:00,57.0,Hydraulic,Cooling System,Root cause analysis: Operator error,Reactive,34139.22
DT00553,EQ0044,2024-11-10,2024-11-10 08:00:00,2024-11-12 23:27:00,63.45,Engine,Cooling System,Root cause analysis: Design flaw,Reactive,24605.08
DT00554,EQ0044,2023-08-11,2023-08-11 02:00:00,2023-08-11 16:18:00,14.3,Hydraulic,Hydraulic Pump,Root cause analysis: External damage,Reactive,10223.38
DT00555,EQ0045,2023-06-04,2023-06-04 01:00:00,2023-06-06 17:27:00,64.45,Structural,Bucket,Root cause analysis: Material fatigue,Reactive,38575.41
DT00556,EQ0045,2024-03-11,2024-03-11 05:00:00,2024-03-13 22:26:24,65.44,Structural,Boom,Root cause analysis: Material fatigue,Reactive,32868.45
DT00557,EQ0045,2023-11-01,2023-11-01 04:00:00,2023-11-02 07:36:36,27.61,Structural,Brake System,Root cause analysis: Operator error,Reactive,23502.71
DT00558,EQ0045,2025-11-11,2025-11-11 06:00:00,2025-11-11 14:20:24,8.34,Structural,Engine,Root cause analysis: Operator error,Reactive,42475.1
DT00559,EQ0045,2023-12-06,2023-12-06 03:00:00,2023-12-08 10:00:00,55.0,Engine,Hydraulic Pump,Root cause analysis: Operator error,Reactive,28534.68
DT00560,EQ0045,2023-10-27,2023-10-27 08:00:00,2023-10-29 13:30:36,53.51,Hydraulic,Engine,Root cause analysis: Operator error,Preventive,38192.88
DT00561,EQ0045,2024-04-19,2024-04-19 06:00:00,2024-04-19 12:24:00,6.4,Electrical,Engine,Root cause analysis: Operator error,Reactive,26135.32
DT00562,EQ0046,2025-03-05,2025-03-05 08:00:00,2025-03-06 18:52:48,34.88,Mechanical,Engine,Root cause analysis: Design flaw,Preventive,5609.64
DT00563,EQ0046,2025-12-03,2025-12-03 05:00:00,2025-12-05 03:21:00,46.35,Hydraulic,Bucket,Root cause analysis: External damage,Preventive,28722.93
DT00564,EQ0046,2025-02-10,2025-02-10 06:00:00,2025-02-12 05:45:36,47.76,Structural,Transmission,Root cause analysis: External damage,Reactive,12953.53
DT00565,EQ0046,2024-04-01,2024-04-01 06:00:00,2024-04-02 20:09:00,38.15,Hydraulic,Undercarriage,Root cause analysis: Material fatigue,Preventive,44415.01
DT00566,EQ0046,2023-01-14,2023-01-14 03:00:00,2023-01-15 16:07:48,37.13,Engine,Hydraulic Pump,Root cause analysis: Operator error,Predictive,4315.87
DT00567,EQ0046,2024-07-29,2024-07-29 03:00:00,2024-07-29 19:48:36,16.81,Electrical,Cooling System,Root cause analysis: External damage,Reactive,36006.48
DT00568,EQ0046,2023-08-31,2023-08-31 07:00:00,2023-09-02 07:16:48,48.28,Hydraulic,Transmission,Root cause analysis: Material fatigue,Reactive,33923.86
DT00569,EQ0046,2025-09-08,2025-09-08 03:00:00,2025-09-08 19:45:00,16.75,Engine,Engine,Root cause analysis: Operator error,Preventive,2635.64
DT00570,EQ0046,2023-11-26,2023-11-26 01:00:00,2023-11-26 12:25:48,11.43,Structural,Hydraulic Pump,Root cause analysis: Wear and tear,Preventive,8733.9
DT00571,EQ0046,2024-01-04,2024-01-04 07:00:00,2024-01-05 21:09:36,38.16,Structural,Bucket,Root cause analysis: Wear and tear,Reactive,43986.19
DT00572,EQ0046,2024-08-03,2024-08-03 04:00:00,2024-08-06 00:18:36,68.31,Engine,Bucket,Root cause analysis: Material fatigue,Reactive,43431.47
DT00573,EQ0046,2023-12-16,2023-12-16 07:00:00,2023-12-17 00:21:36,17.36,Structural,Hydraulic Pump,Root cause analysis: External damage,Reactive,41112.43
DT00574,EQ0046,2024-01-08,2024-01-08 05:00:00,2024-01-10 02:37:12,45.62,Electrical,Cooling System,Root cause analysis: Material fatigue,Reactive,30028.4
DT00575,EQ0046,2023-05-21,2023-05-21 07:00:00,2023-05-22 01:05:24,18.09,Electrical,Transmission,Root cause analysis: Wear and tear,Preventive,10516.25
DT00576,EQ0046,2025-10-29,2025-10-29 03:00:00,2025-10-31 04:54:36,49.91,Structural,Transmission,Root cause analysis: Operator error,Reactive,24055.52
DT00577,EQ0046,2023-03-21,2023-03-21 02:00:00,2023-03-23 17:26:24,63.44,Mechanical,Undercarriage,Root cause analysis: Operator error,Reactive,45148.25
DT00578,EQ0047,2025-06-02,2025-06-02 06:00:00,2025-06-03 20:32:24,38.54,Mechanical,Boom,Root cause analysis: Material fatigue,Preventive,11859.57
DT00579,EQ0047,2025-09-14,2025-09-14 07:00:00,2025-09-16 16:16:12,57.27,Hydraulic,Bucket,Root cause analysis: External damage,Reactive,5336.99
DT00580,EQ0047,2023-10-02,2023-10-02 04:00:00,2023-10-02 23:49:12,19.82,Mechanical,Brake System,Root cause analysis: External damage,Reactive,43899.93
DT00581,EQ0047,2025-04-16,2025-04-16 01:00:00,2025-04-16 21:03:00,20.05,Mechanical,Bucket,Root cause analysis: External damage,Preventive,6332.52
DT00582,EQ0047,2023-01-15,2023-01-15 04:00:00,2023-01-16 08:15:00,28.25,Hydraulic,Fuel System,Root cause analysis: Design flaw,Preventive,5775.87
DT00583,EQ0048,2024-06-03,2024-06-03 07:00:00,2024-06-04 03:17:24,20.29,Structural,Cooling System,Root cause analysis: External damage,Reactive,14140.25
DT00584,EQ0048,2025-03-24,2025-03-24 07:00:00,2025-03-26 13:51:00,54.85,Structural,Boom,Root cause analysis: Material fatigue,Reactive,9346.62
DT00585,EQ0048,2025-09-17,2025-09-17 05:00:00,2025-09-18 00:45:36,19.76,Structural,Cooling System,Root cause analysis: Material fatigue,Reactive,36921.23
DT00586,EQ0048,2023-09-01,2023-09-01 08:00:00,2023-09-03 14:21:00,54.35,Electrical,Transmission,Root cause analysis: Operator error,Reactive,25663.01
DT00587,EQ0048,2024-11-24,2024-11-24 01:00:00,2024-11-26 11:03:36,58.06,Electrical,Fuel System,Root cause analysis: Wear and tear,Reactive,40316.28
DT00588,EQ0048,2023-10-25,2023-10-25 07:00:00,2023-10-26 18:01:12,35.02,Mechanical,Transmission,Root cause analysis: Design flaw,Reactive,11477.63
DT00589,EQ0048,2023-06-13,2023-06-13 07:00:00,2023-06-15 03:37:48,44.63,Engine,Bucket,Root cause analysis: External damage,Reactive,14680.23
DT00590,EQ0048,2023-04-28,2023-04-28 03:00:00,2023-04-30 23:12:00,68.2,Engine,Undercarriage,Root cause analysis: Wear and tear,Reactive,10484.51
DT00591,EQ0048,2025-11-27,2025-11-27 01:00:00,2025-11-27 23:01:12,22.02,Structural,Boom,Root cause analysis: External damage,Reactive,35073.26
DT00592,EQ0048,2023-12-14,2023-12-14 06:00:00,2023-12-16 07:10:48,49.18,Electrical,Engine,Root cause analysis: Operator error,Reactive,4798.72
DT00593,EQ0048,2024-07-19,2024-07-19 06:00:00,2024-07-21 14:34:48,56.58,Engine,Fuel System,Root cause analysis: External damage,Reactive,10415.36
DT00594,EQ0048,2023-02-01,2023-02-01 02:00:00,2023-02-03 07:34:48,53.58,Mechanical,Boom,Root cause analysis: Design flaw,Reactive,36443.87
DT00595,EQ0048,2024-12-13,2024-12-13 05:00:00,2024-12-14 07:19:12,26.32,Electrical,Bucket,Root cause analysis: Operator error,Reactive,23010.57
DT00596,EQ0048,2025-04-07,2025-04-07 05:00:00,2025-04-08 23:14:24,42.24,Electrical,Fuel System,Root cause analysis: External damage,Preventive,5770.02
DT00597,EQ0048,2023-05-29,2023-05-29 06:00:00,2023-05-30 19:13:12,37.22,Mechanical,Boom,Root cause analysis: Design flaw,Reactive,43867.6
DT00598,EQ0048,2024-05-27,2024-05-27 07:00:00,2024-05-29 09:35:24,50.59,Structural,Undercarriage,Root cause analysis: Operator error,Preventive,37994.93
DT00599,EQ0048,2025-07-28,2025-07-28 01:00:00,2025-07-30 02:42:36,49.71,Engine,Transmission,Root cause analysis: Design flaw,Preventive,3843.94
DT00600,EQ0048,2024-03-27,2024-03-27 04:00:00,2024-03-29 05:22:48,49.38,Hydraulic,Fuel System,Root cause analysis: Design flaw,Reactive,26066.96
DT00601,EQ0049,2024-06-23,2024-06-23 02:00:00,2024-06-23 21:22:48,19.38,Engine,Cooling System,Root cause analysis: Wear and tear,Reactive,27950.3
DT00602,EQ0049,2024-01-01,2024-01-01 06:00:00,2024-01-02 17:21:36,35.36,Electrical,Bucket,Root cause analysis: Design flaw,Reactive,9547.83
DT00603,EQ0049,2024-01-25,2024-01-25 04:00:00,2024-01-26 16:55:48,36.93,Electrical,Alternator,Root cause analysis: Design flaw,Reactive,10735.54
DT00604,EQ0049,2024-02-20,2024-02-20 06:00:00,2024-02-22 18:27:00,60.45,Electrical,Transmission,Root cause analysis: Wear and tear,Preventive,46049.31
DT00605,EQ0049,2025-10-05,2025-10-05 01:00:00,2025-10-06 21:58:12,44.97,Engine,Cooling System,Root cause analysis: External damage,Reactive,16113.14
DT00606,EQ0050,2025-10-02,2025-10-02 05:00:00,2025-10-02 19:48:00,14.8,Engine,Alternator,Root cause analysis: External damage,Reactive,6848.17
DT00607,EQ0050,2025-12-12,2025-12-12 08:00:00,2025-12-14 17:57:00,57.95,Structural,Engine,Root cause analysis: External damage,Reactive,17690.8
DT00608,EQ0050,2023-12-24,2023-12-24 02:00:00,2023-12-25 12:00:00,34.0,Structural,Undercarriage,Root cause analysis: Design flaw,Reactive,34615.92
DT00609,EQ0050,2023-01-25,2023-01-25 07:00:00,2023-01-27 08:11:24,49.19,Structural,Transmission,Root cause analysis: Design flaw,Preventive,18399.32
DT00610,EQ0050,2024-06-15,2024-06-15 05:00:00,2024-06-15 20:06:00,15.1,Electrical,Brake System,Root cause analysis: Material fatigue,Reactive,47947.08
DT00611,EQ0050,2024-12-03,2024-12-03 08:00:00,2024-12-04 11:36:36,27.61,Engine,Alternator,Root cause analysis: Material fatigue,Reactive,35185.28
DT00612,EQ0050,2025-02-01,2025-02-01 07:00:00,2025-02-02 10:33:36,27.56,Hydraulic,Undercarriage,Root cause analysis: Operator error,Predictive,28784.78
DT00613,EQ0050,2024-04-13,2024-04-13 05:00:00,2024-04-15 15:59:24,58.99,Electrical,Boom,Root cause analysis: Material fatigue,Preventive,42887.28
DT00614,EQ0050,2024-02-06,2024-02-06 03:00:00,2024-02-06 15:12:36,12.21,Engine,Engine,Root cause analysis: Operator error,Reactive,21365.27
DT00615,EQ0050,2023-10-03,2023-10-03 06:00:00,2023-10-06 05:41:24,71.69,Engine,Brake System,Root cause analysis: Design flaw,Reactive,28325.85
DT00616,EQ0050,2023-04-08,2023-04-08 03:00:00,2023-04-09 08:53:24,29.89,Mechanical,Alternator,Root cause analysis: Design flaw,Reactive,24088.7
DT00617,EQ0050,2023-07-17,2023-07-17 06:00:00,2023-07-18 15:29:24,33.49,Hydraulic,Cooling System,Root cause analysis: Design flaw,Reactive,28237.33
DT00618,EQ0050,2024-06-11,2024-06-11 07:00:00,2024-06-12 09:05:24,26.09,Mechanical,Cooling System,Root cause analysis: External damage,Reactive,10348.43
